Ente;Tipo;Provincia;ASL;Codice ISTAT;Abitanti;Positivi;Positivi 1000 abitanti;Delta positivi;Delta positivi 1000 abitanti;Data
Piemonte;REG;Piemonte; ;01;4356406;16056;3.69;1682;0.39;2020/10/23
Piemonte;REG;Piemonte; ;01;4356406;17401;3.99;1345;0.3;2020/10/24
Piemonte;REG;Piemonte; ;01;4356406;19442;4.46;2041;0.47;2020/10/25
Piemonte;REG;Piemonte; ;01;4356406;20770;4.77;1328;0.31;2020/10/26
Piemonte;REG;Piemonte; ;01;4356406;22795;5.23;2025;0.46;2020/10/27
Piemonte;REG;Piemonte; ;01;4356406;25129;5.77;2334;0.54;2020/10/28
Piemonte;REG;Piemonte; ;01;4356406;27353;6.28;2224;0.51;2020/10/29
Piemonte;REG;Piemonte; ;01;4356406;27988;6.42;635;0.14;2020/10/30
Piemonte;REG;Piemonte; ;01;4356406;29943;6.87;1955;0.45;2020/10/31
Piemonte;REG;Piemonte; ;01;4356406;31270;7.18;1327;0.31;2020/11/01
Piemonte;REG;Piemonte; ;01;4356406;33305;7.65;2035;0.47;2020/11/02
Piemonte;REG;Piemonte; ;01;4356406;35564;8.16;2259;0.51;2020/11/03
Piemonte;REG;Piemonte; ;01;4356406;37522;8.61;1958;0.45;2020/11/04
Piemonte;REG;Piemonte; ;01;4356406;39439;9.05;1917;0.44;2020/11/05
Piemonte;REG;Piemonte; ;01;4356406;42936;9.86;3497;0.81;2020/11/06
Piemonte;REG;Piemonte; ;01;4356406;45874;10.53;2938;0.67;2020/11/07
Piemonte;REG;Piemonte; ;01;4356406;47071;10.81;1197;0.28;2020/11/08
Piemonte;REG;Piemonte; ;01;4356406;49122;11.28;2051;0.47;2020/11/09
Piemonte;REG;Piemonte; ;01;4356406;51563;11.84;2441;0.56;2020/11/10
Piemonte;REG;Piemonte; ;01;4356406;52393;12.03;830;0.19;2020/11/11
Piemonte;REG;Piemonte; ;01;4356406;54501;12.51;2108;0.48;2020/11/12
Piemonte;REG;Piemonte; ;01;4356406;56970;13.08;2469;0.57;2020/11/13
Piemonte;REG;Piemonte; ;01;4356406;58593;13.45;1623;0.37;2020/11/14
